chemical_cid,uniport_accession,score
16945,Q9XU15,0.437
16353,Q27504,0.437
8222,Q94272,0.437
1233,Q10651,0.437
12544,Q9N390,0.437
9679,Q21702,0.437
4054,Q9NEW6,0.437
13966,Q20624,0.437
9938,Q9N5U1,0.437
2603,O16454,0.437
5238,Q17446,0.437
17701,Q9U296,0.437
6654,G5ECH7,0.437
756,Q27874,0.437
8186,P50306,0.437
4308,O76371,0.437
10444,Q19546,0.437
6654,P90735,0.437
1645,G5ECW7,0.437
6036,Q9U2D0,0.437
5233,Q9U302,0.437
7270,Q2L6Y6,0.437
11737,O16995,0.437
1093,P16356,0.437
7541,P91270,0.437
3324,Q19683,0.436
11047,Q22137,0.436
8800,G5EF86,0.436
10311,Q27483,0.436
10311,Q09629,0.436
11773,P54412,0.436
6032,Q20239,0.436
7922,G5EDU3,0.436
9210,Q03206,0.436
14457,Q9N3T2,0.436
9210,Q9N4J8,0.436
7824,Q21230,0.436
9210,O45502,0.436
5742,Q17328,0.436
6036,O62422,0.436
4641,Q9XX97,0.436
1606,Q17328,0.436
2143,Q19317,0.436
4927,P90731,0.436
10663,P46559,0.436
5641,Q9XWF1,0.436
9062,Q9TXZ9,0.436
3686,Q20845,0.436
11,Q22620,0.436
9905,G5ECR5,0.436
6125,Q27504,0.436
6125,O44897,0.436
6496,Q9XX15,0.436
6212,Q19766,0.436
5743,Q20751,0.436
8447,Q9N2Z7,0.436
12348,Q19004,0.436
2915,G5EDC5,0.436
10458,P51403,0.436
2016,O01427,0.436
4644,Q20935,0.436
5917,O02482,0.436
7858,Q965V9,0.436
4197,Q10654,0.436
9382,Q21549,0.436
4353,Q19749,0.436
865,Q21501,0.436
14421,O61955,0.436
7970,Q20352,0.436
865,Q9N2L7,0.436
6041,Q9N4P2,0.436
3220,Q17796,0.436
10461,O62327,0.436
2244,O45904,0.436
9086,Q21751,0.436
11157,Q21795,0.436
5909,Q9U2C3,0.436
9253,Q95ZW2,0.436
2156,P91134,0.436
13854,Q9XXM2,0.436
21327,Q27873,0.436
2475,Q27474,0.436
1380,Q20655,0.436
14785,Q9GYK4,0.436
4782,G5EFX6,0.436
4628,G5EFY1,0.436
3840,Q22968,0.436
3747,G4SRS5,0.436
10465,Q9N590,0.436
6862,Q9N5G1,0.436
10402,G5EF86,0.436
5995,Q94300,0.436
14242,H2KZ19,0.436
149,Q7JMA9,0.436
5723,Q21224,0.436
4723,Q95Q11,0.436
8447,O45552,0.436
3896,H2KZL6,0.436
8447,Q9N4J8,0.436
7076,Q95XC4,0.436
3973,G5EFH4,0.436
10237,Q18483,0.436
12533,P49404,0.436
5711,Q19705,0.436
3009,P90917,0.436
2687,Q10901,0.436
7923,P54812,0.436
1237,G5ED07,0.436
7120,P17329,0.436
5164,P30648,0.436
41322,Q19162,0.436
7120,P17330,0.436
8663,O76618,0.436
7120,Q10454,0.436
5345,Q21554,0.436
5327,Q21774,0.436
473,Q18445,0.436
4910,Q05062,0.436
2730,G5EET5,0.436
12066,Q93761,0.436
6946,Q20334,0.436
9507,Q9U1Q4,0.436
3467,Q9U1Y0,0.436
6108,Q20496,0.436
10819,O18650,0.436
13726,G5EF77,0.436
4628,Q9XU15,0.436
10328,Q19680,0.436
2114,Q21473,0.436
5601,O76410,0.436
5601,Q18817,0.436
14457,Q23068,0.436
2769,Q18599,0.436
2769,O16284,0.436
4054,O16303,0.436
9154,Q18621,0.436
11790,P54812,0.436
2146,Q19162,0.436
5881,G5EES6,0.436
7970,Q93761,0.436
7438,Q8MYL7,0.436
3405,Q9XXD0,0.436
7515,Q22492,0.436
15522,O45525,0.436
11386,O01685,0.436
13966,Q20143,0.436
15522,P91427,0.436
12629,Q22918,0.436
3121,Q9U3K2,0.436
4641,Q21284,0.436
189,Q8WTM6,0.436
9033,Q9N456,0.436
5790,Q9N3T5,0.436
6362,Q21323,0.436
12389,Q93794,0.436
7833,Q18678,0.436
7611,O61709,0.436
2435,Q93705,0.436
3758,Q19243,0.436
1090,Q965N7,0.436
12389,O02637,0.436
10522,O61742,0.436
4380,P16356,0.436
11637,O44995,0.436
10509,P0DM41,0.436
5280,O16991,0.436
5852,P34649,0.436
10509,P10986,0.436
4091,Q22630,0.436
8247,Q93459,0.436
9923,Q9TXI4,0.436
16486,Q17880,0.436
5430,P34604,0.436
11334,Q11174,0.436
8772,Q18817,0.436
5958,P90916,0.436
1783,O44985,0.436
7842,Q27522,0.436
957,P34605,0.436
18224,Q95Y73,0.436
1564,Q22945,0.436
18224,O17590,0.436
10184,P91416,0.436
8030,P28191,0.436
3262,Q22768,0.436
7050,O76618,0.436
4677,Q9XU10,0.436
1606,G5EBI4,0.436
15531,Q9BL28,0.436
18831,P91408,0.436
124,Q23511,0.436
22386,Q23500,0.436
11122,Q09543,0.436
6981,G5EEH6,0.436
13482,Q18680,0.436
11770,Q9BIB8,0.436
11466,O17643,0.436
3026,Q22100,0.436
7434,Q94231,0.436
10740,O17730,0.436
7434,Q20758,0.436
8037,P34605,0.436
14005,Q93315,0.436
10541,G5ECX8,0.436
5329,Q9BL56,0.436
16886,Q9UB00,0.436
11060,O45865,0.436
11060,Q20616,0.436
11060,P41932,0.436
8103,Q17571,0.436
11989,P35129,0.436
5736,O45818,0.436
10438,G5EDH8,0.436
10438,Q20375,0.436
11305,P17329,0.436
2351,Q9XW87,0.436
10438,O16700,0.436
544,P52484,0.436
10438,P91079,0.436
11305,P17330,0.436
10438,Q22820,0.436
10438,H2KYE9,0.436
10438,Q09490,0.436
10438,Q93619,0.436
6351,O44538,0.436
3017,Q20875,0.436
4284,Q17456,0.436
3503,O01574,0.436
3132,P34647,0.436
8313,Q9TZ33,0.436
9415,Q19130,0.436
3672,Q9U9J8,0.436
1993,G5EGM3,0.436
16653,Q95Q25,0.436
1054,G5EFD9,0.436
6715,Q93761,0.436
3394,Q9U1W9,0.436
6403,Q9XWF2,0.436
14925,Q18483,0.436
12041,Q17899,0.436
22456,P53795,0.436
2912,O61861,0.436
2797,O16294,0.436
5903,Q09544,0.436
5569,Q9XV04,0.436
9589,P12456,0.436
2403,G5EDF1,0.436
16668,P50140,0.436
8655,Q20140,0.436
7406,P46561,0.436
5742,G5EFK4,0.436
4878,Q11179,0.436
6508,Q9XVE5,0.436
10819,Q10664,0.436
9223,Q10002,0.436
673,P41849,0.436
19153,Q93615,0.436
10439,Q9U2G5,0.436
7263,Q9N3T8,0.436
263,Q9BL44,0.436
6574,P52709,0.436
5312,Q17499,0.436
2123,Q09990,0.436
21218,Q9U1R7,0.436
7104,P34497,0.436
3961,O02086,0.436
7305,H2KYW1,0.436
6205,Q19980,0.436
9250,Q21323,0.436
5161,Q95X44,0.436
2906,P32756,0.436
2206,O17731,0.436
25774,Q09433,0.436
7187,P22981,0.436
8663,P34439,0.436
6378,Q9NAB4,0.436
2051,Q23290,0.436
1673,Q2XN02,0.436
8186,O61968,0.436
5694,P49405,0.436
5995,G5EDF7,0.436
5943,O45926,0.436
5995,Q21501,0.436
366,P90787,0.436
5995,Q9N2L7,0.436
7672,H2KYI5,0.436
7971,O16521,0.436
447,P90829,0.436
3961,Q9TZ58,0.436
20193,G5EDF9,0.436
2912,Q9XW16,0.436
653,G5EG58,0.436
832,Q9U2F6,0.436
11865,Q9N3X2,0.436
20345,O01854,0.436
11333,Q7JMA9,0.436
2533,O62251,0.436
11459,Q9XXM2,0.436
8139,Q9XUP4,0.436
3172,O44156,0.436
6113,Q22781,0.436
4510,P51485,0.436
11373,Q23490,0.436
6319,Q21742,0.436
14809,P34517,0.436
9415,H2KZ17,0.436
10547,O16654,0.436
12290,Q20628,0.436
13138,Q22230,0.436
13838,Q23126,0.436
3866,G5EET2,0.436
15667,P52717,0.436
20484,Q21274,0.436
9427,O01795,0.436
1821,P34575,0.436
3405,Q17898,0.436
1937,Q965R0,0.436
10205,O01683,0.436
9427,P52275,0.436
5699,Q22137,0.436
5014,G5EDY0,0.436
878,G5EFF7,0.436
8363,P42170,0.436
19960,Q03577,0.436
8758,P34369,0.436
1688,P32756,0.436
4712,H2L0B7,0.436
10038,G5EGA7,0.436
8981,Q2L6Y6,0.436
7909,G5ECI8,0.436
16486,Q9NAM7,0.436
18731,Q18164,0.436
5939,O45539,0.436
4712,Q9XVH6,0.436
4712,Q9N3C9,0.436
13192,Q9BL56,0.436
8784,Q9N2V6,0.436
10392,Q9N4K2,0.436
2404,Q23451,0.436
3585,Q18483,0.436
16398,P91851,0.436
9256,G5EBZ1,0.436
19188,G5EG93,0.436
8749,O02482,0.436
6197,Q93705,0.436
9223,Q17568,0.436
6362,P34183,0.436
3862,Q17339,0.436
2474,P35129,0.436
10819,O61199,0.436
5707,O16368,0.436
15146,Q19057,0.436
12587,Q9BL56,0.436
18831,Q23381,0.436
5944,Q23511,0.436
16142,Q9U2M4,0.436
2821,O44952,0.436
3488,P34690,0.436
10904,Q18817,0.436
2236,Q21549,0.436
6413,Q4A1S8,0.436
3672,G5EC40,0.436
1198,G5EBT9,0.436
4971,Q7JKC3,0.436
612,O01426,0.436
12066,P54812,0.436
138,Q2XN02,0.436
843,Q18426,0.436
5896,O44739,0.436
7897,Q9Y194,0.436
12967,Q8I0P7,0.436
127,Q19328,0.436
15426,O02115,0.436
4628,O44960,0.436
8378,G5ED87,0.436
12558,Q564Q1,0.436
6169,O16299,0.436
4933,Q93456,0.436
8033,Q21918,0.436
33039,Q19130,0.436
5420,Q09996,0.436
11230,Q17557,0.436
8642,Q19825,0.436
9339,P52713,0.436
1615,Q9U295,0.436
7729,Q22640,0.436
4257,Q27888,0.436
3431,O44782,0.436
14090,Q9U2D0,0.436
11801,P90917,0.436
1732,Q8WQL7,0.436
5510,O01991,0.436
6654,Q02332,0.436
11002,B1GRK5,0.436
365,P48152,0.436
6954,Q9BL61,0.436
6954,O44781,0.436
15364,Q8ITY6,0.436
6954,P12456,0.436
4939,O17788,0.436
5382,O17850,0.436
7992,G5EFT4,0.436
7108,A8WFK6,0.436
5139,Q965Q1,0.436
3571,Q27538,0.436
4650,Q9N3S5,0.436
10851,Q9N5S1,0.436
16704,Q22620,0.436
2984,O01685,0.436
5993,Q17474,0.436
8405,Q17498,0.436
4671,G5ECR8,0.436
12894,Q9U2J6,0.436
11045,P34545,0.436
1892,Q9U221,0.436
7345,Q03604,0.436
3080,P02567,0.436
6590,Q17557,0.436
476,Q9NEZ8,0.436
7284,Q18885,0.436
11711,Q10944,0.436
4937,O17892,0.436
7094,G5EEG0,0.436
11711,Q19546,0.436
9317,O76383,0.436
1301,Q18677,0.436
1191,Q21890,0.436
9317,P12456,0.436
3102,P34212,0.436
6587,O16991,0.436
1598,B0M0M9,0.436
11163,H2KYQ5,0.436
11163,Q21274,0.436
788,Q9TXV7,0.436
3467,Q20127,0.436
7793,G5ED95,0.436
7463,G5EEZ3,0.436
10494,G4SFC3,0.436
6544,Q22143,0.436
10633,Q21966,0.436
3841,Q9U307,0.436
31408,Q10651,0.436
8786,Q19278,0.436
4996,O18209,0.436
2770,Q19605,0.436
441,P34496,0.436
2227,Q17745,0.436
22197,O01804,0.436
3598,Q27536,0.436
598,P34690,0.436
598,G5EDD4,0.436
6946,P52554,0.436
13818,O01426,0.436
4609,Q9U2M4,0.436
4632,O61660,0.436
4368,Q19058,0.436
2196,O44164,0.436
12661,P42170,0.436
6870,Q93379,0.436
3475,Q9GYG4,0.436
9687,Q65ZK1,0.436
4578,Q9TXV7,0.436
10798,Q18040,0.436
36797,Q7JMM5,0.436
13651,O02225,0.436
5443,P34647,0.436
602,P90849,0.436
7220,G5EC75,0.436
14213,Q11174,0.436
4578,P10299,0.436
3348,Q17474,0.436
8331,G5ECV9,0.436
6575,O02092,0.436
2397,Q0G819,0.436
19592,O45012,0.436
5899,P52709,0.436
3386,O02642,0.436
3456,Q19834,0.436
12629,Q09629,0.436
8212,Q21217,0.436
6354,Q8WQG9,0.436
16699,H2KYI5,0.436
8479,H2KYJ6,0.436
12577,G5EFF7,0.436
15787,Q19699,0.436
7901,P20163,0.436
4585,Q20117,0.436
6590,G5ED07,0.436
14090,P28051,0.436
7720,Q21742,0.436
14805,Q19326,0.436
2485,B4E3X6,0.436
4757,Q9NAG4,0.436
5199,G5EBK3,0.436
3290,Q93329,0.436
1534,P54412,0.436
7905,G5EDZ2,0.436
11930,O61856,0.436
8563,Q9XUG5,0.436
6946,Q18993,0.436
8563,Q22171,0.436
20483,Q22230,0.436
8180,Q21824,0.436
5976,Q17446,0.436
4021,P34213,0.436
2312,A5HWB2,0.436
7412,O17759,0.436
12398,O16654,0.436
9692,Q93761,0.436
8892,G5EG50,0.436
8343,O44995,0.436
1245,Q9U283,0.436
4290,Q9N3S7,0.436
2475,P54816,0.436
3526,P34604,0.435
8102,Q18822,0.435
1345,Q17967,0.435
33576,Q9N5C0,0.435
3526,Q9XVF7,0.435
7967,Q21752,0.435
6347,G5EDF9,0.435
17957,Q21554,0.435
1676,Q19572,0.435
1676,Q21215,0.435
9864,Q21693,0.435
12137,Q17900,0.435
6618,Q9GZI3,0.435
1893,P20792,0.435
8456,A5JYX3,0.435
1023,Q09991,0.435
5323,Q18990,0.435
6334,Q02328,0.435
5413,Q19490,0.435
5770,Q9NHC3,0.435
5413,O18154,0.435
9290,Q9U358,0.435
8606,Q9N456,0.435
10042,Q58A98,0.435
12398,O45869,0.435
4947,Q9BL07,0.435
2002,O44975,0.435
3038,G5EG10,0.435
5999,G5EDZ2,0.435
4947,P91020,0.435
6252,Q09363,0.435
4764,Q17334,0.435
3184,Q8WQL7,0.435
13010,G5EEI4,0.435
9261,P49583,0.435
5917,Q17574,0.435
5483,Q22100,0.435
10793,Q27474,0.435
2118,Q22053,0.435
12558,O44750,0.435
9444,G5EGH4,0.435
911,G5EBF4,0.435
16027,Q17574,0.435
5800,O44750,0.435
6103,O17759,0.435
6025,P17329,0.435
6025,P17330,0.435
11197,Q9TZS5,0.435
11197,Q9XUY2,0.435
11197,G5EBY3,0.435
6051,Q03577,0.435
2196,Q03206,0.435
2196,O61741,0.435
8077,O02640,0.435
5780,Q9NHC3,0.435
9050,P17330,0.435
3884,B7WNA0,0.435
2910,H2KYJ6,0.435
13594,P34212,0.435
4829,O61660,0.435
9050,P17329,0.435
7860,P34369,0.435
10284,Q17348,0.435
5018,P28051,0.435
2770,O44782,0.435
2770,P92186,0.435
6331,Q9BMK9,0.435
3124,Q8T5S1,0.435
16078,Q21917,0.435
15078,Q19825,0.435
14300,Q22501,0.435
1774,O01583,0.435
6009,G5EEA8,0.435
14896,Q95NM6,0.435
6576,P54871,0.435
1824,Q9U297,0.435
5505,P91907,0.435
12737,Q19680,0.435
5901,Q10039,0.435
9210,Q6EZG5,0.435
3971,Q21501,0.435
2046,Q19207,0.435
14421,P30429,0.435
10009,Q17967,0.435
3467,O01623,0.435
7502,Q93968,0.435
7749,Q19278,0.435
5537,P35449,0.435
1388,Q17967,0.435
1292,O16214,0.435
1093,Q22619,0.435
10663,Q10654,0.435
4585,P51485,0.435
4030,B5BM27,0.435
4030,Q95PX7,0.435
4875,G5ECZ0,0.435
4875,H2KZL6,0.435
1756,Q564Q1,0.435
4366,Q17389,0.435
4843,Q9XTS4,0.435
12961,G5EEY5,0.435
5601,Q18511,0.435
7381,Q9N3C9,0.435
5601,O18650,0.435
19936,Q17525,0.435
5426,P34650,0.435
6375,P90829,0.435
8223,G5EGM3,0.435
11931,Q09567,0.435
5745,O44549,0.435
21928,O16522,0.435
3976,P41942,0.435
3608,O01607,0.435
2214,O02096,0.435
3976,P91143,0.435
6496,P34575,0.435
3608,Q9N5G2,0.435
12137,H2L039,0.435
14484,G5ECY6,0.435
6537,Q10002,0.435
3547,Q20680,0.435
7037,Q20239,0.435
5042,Q05062,0.435
5665,P34673,0.435
12163,Q9TYU5,0.435
5202,C2BR97,0.435
8343,P41994,0.435
6197,Q8MQ68,0.435
5663,Q23022,0.435
12733,Q9U2M4,0.435
10402,Q22137,0.435
6020,Q18853,0.435
4607,P34652,0.435
4607,H2KYE9,0.435
6272,P49405,0.435
5320,G5EDU3,0.435
9500,P91982,0.435
20994,Q2L6Y6,0.435
1824,G5EBS5,0.435
20994,Q9XVU3,0.435
18771,Q8MP09,0.435
4607,D6VPA1,0.435
12432,Q9NA91,0.435
2790,G5EDY2,0.435
20994,O17921,0.435
2901,P52554,0.435
7594,O18256,0.435
12550,Q9NA98,0.435
6371,P41988,0.435
3813,G5EDB7,0.435
3371,Q21693,0.435
8303,G5EEC1,0.435
18321,Q18994,0.435
7051,Q9N5G4,0.435
4971,O44960,0.435
6124,Q93167,0.435
8679,Q9N5D3,0.435
16230,O01579,0.435
10205,P30648,0.435
3784,O62146,0.435
1420,Q9U221,0.435
10205,G5EFI9,0.435
10206,G5EFI9,0.435
6256,O17643,0.435
5574,O17759,0.435
8964,P34686,0.435
9554,Q9XUN8,0.435
25503,Q5WRS4,0.435
4114,G5EDF5,0.435
1884,G5EE78,0.435
12688,Q10657,0.435
17288,Q9NAM7,0.435
12748,Q9NAB2,0.435
5895,P34264,0.435
6629,P14585,0.435
890,Q21501,0.435
5355,P17329,0.435
2108,P17329,0.435
5355,P17330,0.435
7860,Q9U2Q8,0.435
1318,Q95QV8,0.435
11890,P53588,0.435
3431,P46562,0.435
13726,Q965W4,0.435
10195,Q9U9J8,0.435
10009,Q9XU10,0.435
6817,P48996,0.435
8148,Q564Q1,0.435
857,O02089,0.435
16556,Q9N4Y8,0.435
14769,P46769,0.435
4713,Q95YD8,0.435
5018,Q94285,0.435
6343,G5EDU3,0.435
8530,O76360,0.435
6412,Q94231,0.435
5206,G5EET2,0.435
2391,P41938,0.435
4004,Q20993,0.435
2832,G5EFC1,0.435
1518,O17643,0.435
7842,G5ECQ8,0.435
7837,Q19265,0.435
8017,Q93968,0.435
7277,P03949,0.435
13643,O61815,0.435
1046,Q19360,0.435
7844,Q21324,0.435
3194,Q94300,0.435
764,Q20303,0.435
12490,Q9N3B0,0.435
10638,P34286,0.435
8030,P34183,0.435
2156,Q18511,0.435
2156,Q8WQA8,0.435
2156,O18650,0.435
2214,O61750,0.435
4495,Q93968,0.435
16758,G5EFU2,0.435
16758,G5EFW8,0.435
1182,O45012,0.435
864,P34331,0.435
2733,Q19951,0.435
11047,Q19440,0.435
28015,P53014,0.435
3973,G5EFK4,0.435
5860,O44518,0.435
6272,Q9Y041,0.435
4308,Q8I4D7,0.435
276,Q02330,0.435
12318,Q9N3X2,0.435
17097,Q11179,0.435
4113,Q22053,0.435
5382,P30648,0.435
11026,O17762,0.435
4054,G5EFP3,0.435
12542,G5ECQ8,0.435
7918,Q9TXV7,0.435
19592,Q9BIB8,0.435
727,Q09591,0.435
899,Q23670,0.435
11852,Q18217,0.435
5413,Q22888,0.435
654,Q95NM6,0.435
6959,G5EDZ2,0.435
5053,Q21080,0.435
15908,P34714,0.435
5697,Q9XV04,0.435
1232,P52018,0.435
10494,Q19048,0.435
15184,O02482,0.435
15184,G5EG80,0.435
4942,O17589,0.435
11266,H2KYP2,0.435
6675,G5EF15,0.435
107,O18180,0.435
11266,Q20334,0.435
6959,Q27873,0.435
1672,Q5WRS4,0.435
7452,Q9TYV5,0.435
5585,Q27474,0.435
166,O16305,0.435
6953,Q18688,0.435
7028,Q86D99,0.435
87,Q93725,0.435
853,Q9U2Z1,0.435
17345,Q9GRZ1,0.435
18224,O61460,0.435
18224,H2KZG4,0.435
9679,Q19825,0.435
1871,O44750,0.435
5537,G5EE56,0.435
12988,P91406,0.435
5591,H2KZJ5,0.435
10793,Q9XVJ2,0.435
470,P50880,0.435
16043,Q9U2K8,0.435
11051,P91408,0.435
9210,Q09523,0.435
9210,P51875,0.435
8784,Q9XUJ7,0.435
10894,H2KZG6,0.435
9210,O17071,0.435
11641,H2L0Q3,0.435
8111,Q09353,0.435
8257,Q18496,0.435
8530,Q17345,0.435
5208,G5EBT9,0.435
2178,Q9BL34,0.435
3763,O16368,0.435
12183,Q20390,0.435
4192,O44549,0.435
2119,Q18990,0.435
14223,G5ECV9,0.435
5255,Q09537,0.435
7845,Q19440,0.435
5909,O01803,0.435
93,P34335,0.435
150,Q17499,0.435
8182,Q9TXV7,0.435
1539,Q9U2G5,0.435
18022,Q9U302,0.435
8521,P53795,0.435
6180,O01541,0.435
6660,G5EET2,0.435
10444,P34183,0.435
3744,O45666,0.435
3744,Q19626,0.435
6005,Q95YB8,0.435
5083,Q9U2C3,0.435
3549,A7LPD8,0.435
5350,Q9U275,0.435
5350,Q19246,0.435
5350,Q93619,0.435
5350,Q9XVQ9,0.435
5350,G5ECY0,0.435
5350,H2KYE9,0.435
5350,H2KYX3,0.435
5350,Q20303,0.435
5350,Q21693,0.435
5350,Q17938,0.435
5350,Q20751,0.435
5350,Q20221,0.435
3229,P34346,0.435
2151,P16356,0.435
2692,Q9BIA9,0.435
4174,O44408,0.435
3026,Q9U2J6,0.435
8078,Q27492,0.435
12183,Q10457,0.435
8249,Q8WQG9,0.435
9039,A8WFK6,0.435
2266,Q19162,0.435
8221,Q20875,0.435
2818,Q20230,0.435
8030,Q19825,0.435
6810,Q20780,0.435
7910,Q95ZQ4,0.435
3031,Q9XVE5,0.435
6899,Q22630,0.435
7808,P52166,0.435
6319,O01427,0.435
3676,O44514,0.435
6319,Q10578,0.435
5566,Q20680,0.435
2541,Q9N369,0.435
2233,Q20751,0.435
7843,Q19546,0.435
13916,O02655,0.435
21053,Q18026,0.435
4284,P91025,0.435
5722,G5EBN9,0.435
8190,Q03614,0.435
5722,Q18938,0.435
8190,G5EBV3,0.435
9955,G5EFI9,0.435
3712,Q966G8,0.435
6895,Q9U2D9,0.435
6536,O16992,0.435
5092,Q9N369,0.435
650,G5EEI4,0.435
7541,P02567,0.435
233,Q18994,0.435
8110,P98080,0.435
14801,O76360,0.435
7541,Q18817,0.435
17473,Q8MXS7,0.435
12389,P30646,0.435
5510,B2FDA8,0.435
18991,O44712,0.435
8661,P41992,0.435
3023,Q93168,0.435
10542,Q27474,0.435
6000,Q9U1Q3,0.435
3514,Q19000,0.435
8800,A7LPD8,0.435
10542,O62146,0.435
8651,P50305,0.435
1405,G5EGK1,0.435
2441,O45818,0.435
5161,P34568,0.435
146,P52709,0.435
4794,Q2V4S2,0.435
6041,Q19490,0.435
6041,O18154,0.435
4610,G5EFC1,0.435
4650,Q8WQ99,0.435
2746,Q10929,0.435
8342,Q8IAA9,0.435
6867,O45865,0.435
21218,Q18237,0.435
6867,Q17790,0.435
3206,Q9XVR7,0.435
4528,Q9U302,0.435
5443,Q17577,0.435
1066,Q23457,0.435
3589,Q18946,0.435
9625,O01806,0.435
10465,Q21736,0.435
15881,Q09474,0.435
6862,P41938,0.435
6468,Q9XXD4,0.435
7871,Q9U2J6,0.435
9415,Q18237,0.435
14356,G5ECD7,0.435
134,Q19849,0.435
6245,Q965T4,0.435
20984,Q20502,0.435
3397,G5EBX8,0.435
945,Q18812,0.435
2148,Q19297,0.435
724,Q9BKQ5,0.435
13927,P53795,0.435
3821,Q09543,0.435
4075,O76618,0.435
2419,P51485,0.435
11163,Q17607,0.435
5280,Q9U299,0.435
5976,O01579,0.435
8566,Q95QQ4,0.435
180,Q21693,0.435
1107,H2KYJ9,0.435
4891,Q968Y9,0.435
4913,Q8I4E2,0.435
7525,O44451,0.435
5864,O44568,0.435
1238,G5EF86,0.435
5238,O16249,0.435
4641,G5ECV9,0.435
6629,P45894,0.435
1995,P54811,0.435
12066,O01806,0.435
4810,O01926,0.435
7595,O02642,0.435
3136,O01583,0.435
77,O02089,0.435
997,P52013,0.435
4585,Q21944,0.435
2016,P90994,0.435
997,P52014,0.435
4581,O01579,0.435
12386,P16356,0.435
11313,Q9N3Z3,0.435
9756,Q9U2K8,0.435
8233,Q9N456,0.435
3844,O44952,0.435
3830,Q9XUW5,0.435
388,Q19048,0.435
4799,Q9U2Z5,0.435
20667,Q9N3T5,0.435
1301,P48152,0.435
19999,Q23623,0.435
11080,P52275,0.435
8028,Q9N5B3,0.435
2118,Q17761,0.435
14823,G5EDV9,0.435
413,G5EG26,0.435
4036,O17773,0.435
1606,P35449,0.435
4036,Q9N5A0,0.435
9415,G5ECM6,0.435
5711,P91428,0.435
2687,O01926,0.435
5711,Q11190,0.435
2187,Q9U299,0.435
8479,Q17745,0.435
9415,P09446,0.435
12228,Q95Y25,0.435
1005,Q21693,0.435
4687,Q21415,0.435
17134,Q22795,0.435
11989,O45903,0.435
11151,P34439,0.435
9261,Q20077,0.435
7749,Q27474,0.435
3673,G5EBR7,0.435
5799,P91910,0.435
13614,O02286,0.435
4501,Q10454,0.434
2692,Q9U2E4,0.434
4688,P91988,0.434
2156,O16284,0.434
5312,Q9TXT9,0.434
4066,Q9XW87,0.434
3025,Q9N537,0.434
6043,Q09433,0.434
10695,G5EFI9,0.434
454,O44750,0.434
9047,Q9TXY8,0.434
6557,Q94125,0.434
8456,Q22968,0.434
4184,Q21752,0.434
760,Q93569,0.434
10663,P34630,0.434
3686,Q20829,0.434
8617,Q95Y73,0.434
12085,Q22067,0.434
5011,Q27538,0.434
4308,Q9N2Z7,0.434
5809,G5EER4,0.434
3352,P04970,0.434
7099,O62422,0.434
6300,Q02332,0.434
13015,Q18678,0.434
12511,Q8WQC9,0.434
10205,O16686,0.434
602,O17761,0.434
5742,Q965N7,0.434
13157,Q21944,0.434
10206,Q9TYU5,0.434
3686,Q10651,0.434
7107,Q18547,0.434
8497,Q17745,0.434
1809,Q94148,0.434
6125,Q9TZD9,0.434
11801,Q9XWV2,0.434
12130,Q23571,0.434
18571,P90795,0.434
3830,P36608,0.434
8497,Q17899,0.434
11801,Q9XXD4,0.434
4158,P91454,0.434
706,Q9N4Z0,0.434
9427,Q09979,0.434
9427,O18256,0.434
5917,Q18846,0.434
1775,Q21750,0.434
5917,Q18924,0.434
10819,P41877,0.434
15979,O44175,0.434
5995,Q9GUF5,0.434
20842,H2KYX3,0.434
2685,P34552,0.434
9011,Q09580,0.434
4463,A8WFK6,0.434
2712,P55163,0.434
12540,P91851,0.434
10232,Q04833,0.434
4912,Q9BKS0,0.434
3961,O01530,0.434
7343,O62146,0.434
6113,Q20641,0.434
14350,P41938,0.434
3973,A5HWB2,0.434
3961,P34460,0.434
9013,Q9N3S7,0.434
2474,P04970,0.434
6578,Q9N456,0.434
15413,O16520,0.434
865,Q9BKZ9,0.434
14945,Q20507,0.434
7515,Q10578,0.434
7515,Q22236,0.434
5787,H2KZJ5,0.434
14300,O02225,0.434
5804,O17643,0.434
2404,Q22741,0.434
2729,G5EEG0,0.434
1117,P41828,0.434
5437,H2KYP7,0.434
8971,Q9BL36,0.434
527,Q20291,0.434
15146,Q18496,0.434
40926,Q27487,0.434
4779,Q10929,0.434
2119,G5EFK4,0.434
2119,Q21230,0.434
252,Q93456,0.434
6885,O61856,0.434
10281,Q8MXT1,0.434
15376,G5EBY3,0.434
5601,P41937,0.434
5601,G5EGA7,0.434
4712,Q9N5R9,0.434
11151,G4SFC3,0.434
10439,Q19951,0.434
5601,O17895,0.434
4712,Q22236,0.434
4122,Q9U297,0.434
6343,Q20264,0.434
8815,P34559,0.434
10042,Q27874,0.434
16546,P46562,0.434
10042,Q8WQG9,0.434
4939,P51485,0.434
10422,Q93934,0.434
992,O44556,0.434
12674,O44995,0.434
8575,P46562,0.434
3559,Q9TYV5,0.434
3559,Q95YB2,0.434
4757,P90922,0.434
7653,Q9UAT1,0.434
3025,O16454,0.434
3806,Q95QQ4,0.434
7901,P27420,0.434
14055,Q17345,0.434
7901,Q19130,0.434
2146,G5EDB6,0.434
1222,Q23381,0.434
6726,Q17592,0.434
3394,O01803,0.434
9589,P52275,0.434
9589,O17921,0.434
1969,P12456,0.434
11334,Q23158,0.434
9589,Q2L6Y6,0.434
810,Q2V4S2,0.434
19070,G5EDF5,0.434
